batting_team,bowling_team,venue,overs,current_runs,wickets,last_5_overs_runs,total_score
LSG,MI,Bangalore,11.5,97,1,63,174
MI,DC,Bangalore,5.0,47,5,53,171
CSK,MI,Mumbai,1.3,8,8,55,128
KKR,DC,Hyderabad,3.1,28,4,44,161
GT,KKR,Chennai,15.9,124,10,79,158
DC,MI,Chennai,2.7,22,4,35,176
PBKS,GT,Jaipur,1.7,16,10,77,138
RCB,PBKS,Delhi,17.1,115,6,59,143
KKR,GT,Mumbai,7.2,65,3,38,175
RCB,MI,Delhi,2.0,14,9,33,176
DC,LSG,Chennai,2.4,19,8,41,124
RCB,LSG,Hyderabad,2.9,23,0,73,191
KKR,RCB,Hyderabad,6.8,48,10,59,179
GT,KKR,Chennai,11.9,82,0,55,137
GT,DC,Jaipur,15.1,97,0,46,127
RR,KKR,Delhi,5.4,47,10,56,146
KKR,DC,Hyderabad,14.6,144,3,66,183
LSG,KKR,Jaipur,17.4,130,3,67,155
GT,LSG,Bangalore,17.7,147,10,66,167
CSK,PBKS,Chennai,14.0,117,9,56,172
KKR,SRH,Kolkata,14.2,118,2,69,167
SRH,DC,Kolkata,5.5,49,0,64,170
MI,SRH,Chennai,12.6,106,8,71,155
RR,PBKS,Mumbai,10.1,91,8,53,170
KKR,RR,Bangalore,11.8,87,8,73,161
RR,MI,Bangalore,18.1,114,8,44,125
MI,KKR,Bangalore,6.5,48,2,59,147
DC,PBKS,Jaipur,14.4,102,6,68,150
CSK,RR,Delhi,19.6,177,7,41,179
CSK,RCB,Mumbai,10.0,68,1,47,164
MI,KKR,Jaipur,3.6,29,7,66,140
GT,MI,Jaipur,15.0,136,1,79,166
CSK,GT,Chennai,15.4,142,3,72,180
GT,CSK,Chennai,1.5,13,2,35,170
RR,PBKS,Kolkata,13.6,90,9,52,148
PBKS,SRH,Ahmedabad,11.0,79,6,37,156
GT,MI,Kolkata,15.6,107,7,37,140
RCB,LSG,Chennai,18.2,145,10,54,159
MI,DC,Mumbai,13.8,94,10,46,132
DC,MI,Delhi,8.8,83,4,62,154
DC,CSK,Jaipur,15.9,98,5,44,131
KKR,MI,Bangalore,11.5,78,4,60,144
GT,KKR,Mumbai,12.5,120,9,70,189
KKR,RCB,Ahmedabad,1.5,11,0,31,134
RR,MI,Mumbai,18.4,152,5,38,162
MI,GT,Ahmedabad,7.2,59,6,34,138
LSG,PBKS,Delhi,15.4,99,9,67,143
MI,SRH,Chennai,5.9,37,5,70,128
KKR,MI,Jaipur,11.9,96,4,42,170
DC,GT,Hyderabad,2.2,21,10,77,177
GT,KKR,Hyderabad,6.9,67,6,51,160
PBKS,LSG,Kolkata,2.5,15,1,57,188
GT,RCB,Kolkata,19.9,140,3,63,140
SRH,DC,Chennai,16.7,117,4,78,147
MI,CSK,Hyderabad,12.2,95,6,51,170
KKR,LSG,Chennai,4.8,36,9,56,141
PBKS,SRH,Jaipur,14.2,98,6,72,151
KKR,RR,Bangalore,17.6,120,10,58,135
LSG,CSK,Chennai,6.2,56,6,54,149
SRH,PBKS,Ahmedabad,17.1,140,6,32,160
GT,RR,Hyderabad,7.4,56,9,71,141
CSK,DC,Ahmedabad,16.3,151,0,44,179
CSK,GT,Delhi,16.7,158,5,46,186
MI,KKR,Jaipur,14.0,98,3,63,139
DC,SRH,Hyderabad,1.9,14,1,42,127
SRH,CSK,Mumbai,19.4,191,1,57,195
LSG,MI,Mumbai,15.7,115,8,41,156
DC,GT,Jaipur,19.6,168,6,56,171
SRH,MI,Mumbai,5.7,48,6,34,142
KKR,GT,Ahmedabad,11.7,109,1,65,183
GT,LSG,Hyderabad,19.9,173,10,38,173
LSG,CSK,Hyderabad,17.5,123,2,61,147
CSK,MI,Ahmedabad,5.8,44,10,43,154
MI,SRH,Delhi,10.8,71,8,72,142
SRH,LSG,Hyderabad,9.7,71,4,75,160
MI,RCB,Jaipur,17.7,160,1,48,174
CSK,SRH,Delhi,7.6,68,0,74,183
KKR,GT,Chennai,3.2,22,10,58,183
GT,KKR,Ahmedabad,14.3,118,8,78,169
DC,LSG,Bangalore,3.4,24,1,76,149
RR,CSK,Delhi,12.0,106,1,39,164
DC,MI,Delhi,7.1,70,2,73,173
DC,KKR,Jaipur,3.6,33,3,60,140
DC,KKR,Chennai,13.8,120,10,61,161
RCB,LSG,Mumbai,19.9,188,3,53,188
CSK,GT,Kolkata,5.6,35,5,49,151
LSG,RCB,Jaipur,12.2,86,4,72,144
LSG,SRH,Mumbai,16.0,141,0,39,172
RCB,PBKS,Kolkata,10.1,72,1,53,165
LSG,GT,Delhi,4.0,31,3,74,127
GT,SRH,Ahmedabad,15.4,93,7,38,130
MI,PBKS,Bangalore,3.6,24,2,47,183
CSK,DC,Chennai,2.8,20,5,32,142
RCB,MI,Kolkata,6.2,54,8,42,138
DC,CSK,Hyderabad,14.2,120,6,34,168
PBKS,GT,Ahmedabad,2.9,26,8,68,185
CSK,RR,Kolkata,6.9,59,1,69,172
GT,CSK,Hyderabad,18.2,144,4,31,156
KKR,RCB,Chennai,1.7,13,0,44,150
RR,CSK,Jaipur,17.1,144,10,55,172
DC,SRH,Hyderabad,6.2,42,1,56,131
MI,GT,Jaipur,8.9,60,3,48,143
KKR,DC,Delhi,6.8,43,2,49,131
MI,LSG,Delhi,10.2,94,9,52,171
RCB,DC,Hyderabad,19.6,186,1,49,189
CSK,RCB,Kolkata,4.9,32,10,57,161
RR,KKR,Bangalore,18.7,134,2,48,146
RR,SRH,Delhi,13.5,111,2,57,173
DC,GT,Chennai,6.3,60,4,55,167
KKR,RCB,Jaipur,15.1,140,6,49,185
SRH,LSG,Chennai,15.6,113,4,62,143
RR,LSG,Bangalore,3.6,28,5,47,174
RCB,RR,Jaipur,18.1,117,0,49,128
RCB,MI,Jaipur,11.0,91,5,51,174
PBKS,SRH,Chennai,18.5,128,0,35,142
CSK,RR,Bangalore,18.6,181,10,47,190
RCB,CSK,Kolkata,9.8,80,10,79,168
PBKS,SRH,Mumbai,17.7,110,6,73,130
KKR,SRH,Ahmedabad,4.7,45,1,62,170
CSK,LSG,Jaipur,8.1,66,5,48,168
RR,DC,Delhi,14.1,130,2,35,178
LSG,CSK,Kolkata,16.8,144,5,32,165
LSG,MI,Chennai,11.9,82,4,59,160
LSG,RR,Mumbai,16.3,153,3,38,183
GT,DC,Mumbai,3.1,23,1,71,147
MI,KKR,Chennai,7.7,71,0,66,152
LSG,GT,Jaipur,5.2,40,3,35,145
CSK,RR,Chennai,19.3,120,5,73,126
CSK,PBKS,Delhi,1.7,11,7,40,147
GT,KKR,Mumbai,1.9,17,5,53,197
MI,SRH,Hyderabad,13.4,111,2,78,154
PBKS,CSK,Delhi,18.1,148,9,41,164
KKR,PBKS,Mumbai,18.8,132,8,50,139
RR,PBKS,Ahmedabad,17.7,133,1,73,153
PBKS,DC,Mumbai,19.9,123,10,73,123
RCB,SRH,Ahmedabad,16.6,122,9,55,143
DC,PBKS,Delhi,11.7,98,2,51,150
CSK,SRH,Ahmedabad,13.1,111,10,72,175
MI,DC,Kolkata,10.7,74,1,30,134
RCB,MI,Jaipur,14.3,102,2,67,145
KKR,MI,Hyderabad,18.0,111,3,79,128
DC,SRH,Hyderabad,1.0,9,7,52,125
PBKS,CSK,Delhi,19.6,169,6,35,171
LSG,DC,Delhi,13.6,124,6,71,174
PBKS,GT,Hyderabad,5.3,35,8,31,155
DC,MI,Ahmedabad,6.7,57,10,53,152
RCB,MI,Bangalore,3.8,26,10,76,147
PBKS,RCB,Chennai,1.4,10,1,63,139
SRH,KKR,Kolkata,1.2,8,10,34,188
SRH,RR,Hyderabad,13.6,114,5,52,153
RR,RCB,Ahmedabad,4.4,32,5,69,168
RCB,KKR,Bangalore,8.2,72,6,42,173
RR,SRH,Delhi,12.4,82,5,33,134
CSK,RCB,Mumbai,12.5,109,4,51,177
CSK,PBKS,Ahmedabad,19.5,149,8,61,153
LSG,RCB,Ahmedabad,1.1,8,0,35,170
SRH,KKR,Delhi,8.6,82,6,37,180
RCB,RR,Ahmedabad,11.1,99,0,50,169
GT,PBKS,Kolkata,8.3,56,1,44,141
RCB,GT,Mumbai,7.3,51,3,51,150
MI,RR,Bangalore,5.7,37,5,40,159
LSG,GT,Delhi,7.6,54,2,73,174
DC,KKR,Mumbai,3.9,25,7,53,173
KKR,RCB,Mumbai,13.5,81,10,38,126
RR,RCB,Hyderabad,12.9,104,5,59,165
RR,CSK,Kolkata,14.9,138,0,75,175
MI,PBKS,Bangalore,10.6,103,4,59,178
KKR,RCB,Ahmedabad,9.5,85,4,48,148
RR,SRH,Bangalore,19.7,120,1,67,121
SRH,KKR,Chennai,13.8,85,0,79,143
MI,KKR,Delhi,17.2,171,3,75,194
RCB,CSK,Chennai,15.0,129,9,69,178
GT,KKR,Bangalore,10.6,95,1,46,170
RR,PBKS,Chennai,17.7,138,6,33,155
GT,CSK,Jaipur,8.4,54,9,58,139
SRH,KKR,Jaipur,5.5,39,9,33,171
RCB,PBKS,Chennai,14.3,134,0,49,176
DC,SRH,Chennai,3.1,23,0,53,139
KKR,PBKS,Hyderabad,16.7,100,3,32,132
PBKS,RCB,Chennai,8.1,53,0,69,156
CSK,DC,Mumbai,14.1,140,1,67,186
CSK,KKR,Delhi,1.4,13,8,70,183
CSK,SRH,Mumbai,17.4,131,10,30,155
MI,GT,Hyderabad,19.9,146,5,71,146
MI,PBKS,Hyderabad,8.4,74,5,43,188
KKR,RR,Delhi,18.9,168,9,41,175
RR,LSG,Jaipur,17.5,119,1,46,143
PBKS,DC,Mumbai,12.1,99,5,74,152
GT,DC,Hyderabad,10.4,91,4,70,158
KKR,RCB,Ahmedabad,16.2,102,7,65,138
DC,KKR,Kolkata,15.6,141,6,65,174
CSK,KKR,Mumbai,10.2,78,10,46,140
DC,CSK,Chennai,6.1,57,7,51,174
PBKS,DC,Ahmedabad,12.5,102,4,62,154
KKR,LSG,Delhi,3.0,22,4,46,187
DC,KKR,Delhi,11.5,69,1,30,145
PBKS,GT,Bangalore,7.5,58,7,63,177
CSK,RCB,Bangalore,4.0,28,1,75,133
MI,LSG,Bangalore,7.2,45,7,42,141
KKR,SRH,Jaipur,4.1,26,2,53,150
SRH,CSK,Jaipur,10.6,69,3,68,138
KKR,CSK,Ahmedabad,17.6,132,10,44,146
GT,KKR,Bangalore,11.4,96,1,48,160
SRH,LSG,Ahmedabad,3.9,32,2,44,168
CSK,GT,Kolkata,4.9,38,8,48,158
DC,CSK,Bangalore,18.2,131,8,64,146
RCB,DC,Jaipur,2.6,21,6,61,163
LSG,RCB,Ahmedabad,18.1,116,8,52,132
KKR,GT,Mumbai,18.0,110,7,55,128
GT,MI,Delhi,13.1,123,4,34,184
LSG,MI,Jaipur,5.8,41,4,31,153
SRH,LSG,Chennai,13.2,118,1,49,184
LSG,GT,Delhi,4.4,42,5,39,175
MI,KKR,Kolkata,7.7,66,4,53,179
SRH,RR,Mumbai,2.0,14,1,38,177
DC,GT,Bangalore,11.5,77,2,32,160
RR,LSG,Jaipur,4.8,42,3,73,158
GT,CSK,Hyderabad,7.9,74,6,58,151
LSG,PBKS,Kolkata,1.1,7,9,52,178
MI,GT,Jaipur,12.8,123,0,31,191
CSK,LSG,Delhi,18.0,171,10,45,187
PBKS,GT,Ahmedabad,5.3,43,10,55,183
RCB,GT,Kolkata,17.0,132,7,64,160
GT,CSK,Hyderabad,11.1,102,10,68,171
PBKS,MI,Ahmedabad,10.8,81,3,52,158
MI,RR,Bangalore,7.0,65,2,36,191
GT,LSG,Mumbai,6.1,59,4,40,167
SRH,RR,Kolkata,5.1,39,0,47,163
KKR,DC,Hyderabad,4.3,28,2,46,175
GT,RCB,Bangalore,16.6,109,0,56,133
CSK,MI,Chennai,17.3,124,5,57,145
RCB,LSG,Delhi,17.3,152,7,66,173
DC,RCB,Ahmedabad,7.1,68,3,41,164
GT,DC,Bangalore,12.6,82,2,37,128
LSG,RR,Delhi,13.0,99,7,54,159
LSG,RR,Bangalore,2.5,17,8,71,185
LSG,SRH,Kolkata,7.3,62,10,30,138
SRH,DC,Mumbai,9.5,93,1,79,197
LSG,RR,Hyderabad,16.8,130,4,66,153
SRH,MI,Chennai,14.0,118,5,30,165
CSK,SRH,Hyderabad,1.8,17,2,52,190
CSK,RCB,Mumbai,9.6,72,6,65,138
CSK,LSG,Delhi,6.7,57,0,40,165
CSK,RR,Ahmedabad,10.2,75,6,76,161
LSG,DC,Jaipur,8.8,58,2,45,151
DC,RR,Mumbai,18.3,135,1,36,149
MI,CSK,Bangalore,13.5,95,7,56,154
CSK,MI,Jaipur,17.7,146,2,39,161
RR,DC,Mumbai,4.6,41,8,70,194
MI,SRH,Kolkata,15.2,94,1,43,139
KKR,PBKS,Jaipur,14.3,112,0,33,152
MI,SRH,Delhi,12.0,73,4,76,121
RR,RCB,Hyderabad,15.7,150,5,75,176
GT,RR,Chennai,1.5,11,6,68,141
RCB,SRH,Bangalore,7.9,73,1,78,170
SRH,LSG,Bangalore,8.1,60,7,76,137
KKR,MI,Chennai,7.7,75,6,62,164
MI,SRH,Kolkata,9.3,71,0,44,165
RR,LSG,Hyderabad,5.1,42,2,74,184
CSK,KKR,Ahmedabad,13.4,111,6,78,153
LSG,DC,Bangalore,14.2,108,0,69,160
RR,KKR,Chennai,3.3,25,7,64,162
MI,SRH,Ahmedabad,11.6,88,10,63,162
KKR,CSK,Chennai,7.4,57,7,49,144
SRH,MI,Delhi,12.5,100,6,30,159
MI,RCB,Ahmedabad,3.9,24,10,71,172
DC,KKR,Hyderabad,7.8,50,5,74,130
RR,GT,Bangalore,6.7,63,1,62,184
MI,KKR,Ahmedabad,14.3,98,5,63,140
GT,RCB,Mumbai,19.5,175,9,70,178
KKR,LSG,Chennai,9.8,67,10,51,149
KKR,LSG,Kolkata,10.3,64,7,72,160
KKR,GT,Mumbai,15.2,135,5,48,167
LSG,DC,Jaipur,13.4,91,5,76,136
MI,DC,Bangalore,4.9,42,10,50,152
MI,GT,Delhi,2.1,20,8,31,195
DC,RR,Mumbai,15.2,130,6,58,173
SRH,RR,Delhi,5.3,47,2,52,150
RR,GT,Ahmedabad,1.1,7,5,69,180
RR,RCB,Kolkata,12.9,88,5,31,140
GT,DC,Ahmedabad,4.6,28,6,58,178
RR,KKR,Delhi,1.2,9,1,79,158
CSK,RCB,Hyderabad,12.1,81,4,63,155
DC,KKR,Mumbai,10.5,70,7,65,136
LSG,MI,Delhi,2.9,18,10,43,181
DC,CSK,Jaipur,3.5,31,8,71,144
PBKS,GT,Bangalore,6.8,60,4,57,142
KKR,RR,Hyderabad,1.5,10,0,31,156
RR,LSG,Jaipur,19.8,183,10,73,184
MI,DC,Mumbai,14.4,126,2,54,163
KKR,MI,Bangalore,16.3,112,0,66,142
PBKS,DC,Chennai,7.9,78,6,48,164
RCB,MI,Kolkata,16.8,152,7,49,175
CSK,MI,Delhi,14.1,129,1,54,167
DC,KKR,Delhi,14.5,117,6,75,150
KKR,RCB,Chennai,6.2,44,4,38,180
RCB,MI,Jaipur,14.9,90,2,50,137
KKR,DC,Delhi,18.3,118,1,67,131
SRH,DC,Ahmedabad,6.4,60,8,79,173
PBKS,LSG,Mumbai,10.4,67,9,57,124
RR,GT,Mumbai,15.0,102,10,63,138
SRH,LSG,Delhi,9.9,86,3,36,150
LSG,RR,Delhi,11.0,103,3,67,158
PBKS,CSK,Kolkata,5.5,48,8,63,138
SRH,RR,Ahmedabad,6.3,50,3,76,174
GT,SRH,Hyderabad,12.0,76,5,40,147
GT,LSG,Mumbai,11.8,74,1,30,148
GT,SRH,Bangalore,8.3,64,4,76,151
PBKS,CSK,Ahmedabad,15.1,120,4,56,158
KKR,PBKS,Ahmedabad,15.6,113,10,32,151
CSK,GT,Ahmedabad,6.6,63,7,53,150
LSG,CSK,Mumbai,12.3,87,6,32,149
PBKS,LSG,Hyderabad,15.5,108,4,71,138
SRH,CSK,Jaipur,3.4,31,9,35,154
RR,LSG,Chennai,12.7,85,0,55,152
PBKS,RR,Kolkata,9.8,59,2,53,158
DC,KKR,Hyderabad,19.4,171,7,75,175
CSK,GT,Delhi,1.1,9,5,71,174
RR,RCB,Delhi,4.1,40,9,38,185
MI,RCB,Ahmedabad,5.8,54,5,73,179
RR,MI,Chennai,10.6,75,7,59,142
LSG,GT,Mumbai,13.7,135,1,64,179
RCB,GT,Bangalore,19.6,163,9,35,166
RR,GT,Chennai,8.3,57,1,58,136
RCB,PBKS,Hyderabad,8.1,75,5,33,153
SRH,LSG,Ahmedabad,13.9,128,3,69,165
RCB,DC,Jaipur,4.2,29,2,65,141
DC,CSK,Ahmedabad,15.2,94,8,60,138
RR,MI,Kolkata,6.3,47,6,66,151
KKR,LSG,Delhi,16.8,117,2,37,147
MI,GT,Jaipur,12.1,90,0,37,149
MI,DC,Hyderabad,4.2,34,2,45,150
SRH,DC,Hyderabad,18.2,180,4,60,193
KKR,PBKS,Chennai,3.9,30,2,37,138
KKR,LSG,Hyderabad,6.1,60,3,33,177
RR,DC,Hyderabad,1.5,11,8,59,142
RR,KKR,Kolkata,4.5,31,1,70,183
RCB,RR,Bangalore,17.0,102,0,54,127
PBKS,RCB,Jaipur,18.4,120,3,46,130
RR,PBKS,Kolkata,19.0,126,8,31,133
LSG,CSK,Chennai,17.4,142,10,43,164
CSK,RCB,Delhi,5.2,48,5,52,170
CSK,GT,Hyderabad,3.1,21,7,68,165
CSK,PBKS,Kolkata,4.4,32,4,72,125
CSK,DC,Jaipur,11.6,80,2,52,156
DC,SRH,Chennai,5.7,36,5,74,163
CSK,RR,Bangalore,9.9,89,0,75,155
RR,GT,Jaipur,13.7,120,1,62,179
CSK,MI,Bangalore,17.6,109,7,77,128
RR,DC,Chennai,17.8,143,2,63,163
PBKS,CSK,Hyderabad,9.6,74,8,37,169
GT,DC,Bangalore,4.9,45,8,78,165
RCB,KKR,Jaipur,8.4,60,8,55,156
SRH,GT,Ahmedabad,14.7,140,6,42,175
PBKS,CSK,Mumbai,3.0,18,0,39,170
PBKS,MI,Chennai,16.4,103,6,57,136
LSG,CSK,Mumbai,9.2,85,6,50,175
MI,SRH,Ahmedabad,18.8,166,1,71,174
KKR,RCB,Kolkata,14.9,119,0,78,169
RCB,DC,Chennai,12.3,92,6,73,148
KKR,DC,Mumbai,7.8,71,2,44,161
CSK,DC,Kolkata,7.6,53,3,49,165
PBKS,KKR,Bangalore,18.4,143,5,49,156
SRH,MI,Jaipur,2.3,21,1,63,189
MI,DC,Mumbai,13.9,123,4,36,160
RCB,GT,Bangalore,9.7,82,9,72,178
MI,DC,Chennai,4.9,35,7,70,132
SRH,PBKS,Ahmedabad,18.1,154,2,74,171
CSK,RR,Hyderabad,18.1,119,0,45,137
SRH,RR,Hyderabad,18.6,111,1,64,119
KKR,CSK,Bangalore,19.6,139,2,76,142
GT,KKR,Delhi,19.6,141,9,71,144
PBKS,MI,Ahmedabad,14.4,137,0,48,187
GT,CSK,Mumbai,6.5,64,6,41,168
LSG,KKR,Kolkata,4.8,42,2,77,188
CSK,GT,Kolkata,14.1,136,4,70,182
RCB,DC,Mumbai,8.0,62,5,48,166
KKR,SRH,Delhi,14.0,125,5,64,167
PBKS,RR,Ahmedabad,17.0,106,2,71,135
PBKS,CSK,Bangalore,14.2,127,10,36,175
MI,GT,Delhi,16.0,99,7,69,128
SRH,KKR,Hyderabad,5.8,51,0,40,157
RCB,LSG,Ahmedabad,12.4,88,10,74,159
MI,DC,Mumbai,9.8,66,5,56,144
PBKS,SRH,Bangalore,3.0,19,10,35,148
GT,RCB,Delhi,17.8,156,10,67,176
MI,LSG,Jaipur,16.1,103,10,59,126
RR,DC,Ahmedabad,3.9,28,4,46,180
RCB,RR,Mumbai,15.3,95,5,30,125
GT,MI,Jaipur,10.6,100,4,68,167
KKR,MI,Chennai,14.7,127,1,41,169
DC,KKR,Delhi,9.0,55,1,48,156
CSK,SRH,Jaipur,3.7,34,7,48,153
SRH,LSG,Ahmedabad,12.4,112,4,63,181
RR,SRH,Kolkata,11.6,91,10,32,161
KKR,RR,Mumbai,17.3,132,7,42,151
GT,LSG,Hyderabad,19.3,165,0,73,169
LSG,RCB,Kolkata,15.3,93,7,30,127
SRH,RR,Ahmedabad,12.2,91,1,58,163
KKR,GT,Mumbai,15.0,99,4,60,129
CSK,PBKS,Chennai,17.8,175,5,43,196
SRH,KKR,Bangalore,19.9,140,0,61,140
GT,SRH,Kolkata,19.6,133,0,74,135
DC,GT,Hyderabad,8.9,58,3,50,151
DC,CSK,Bangalore,18.1,116,8,70,128
RCB,DC,Ahmedabad,1.9,15,10,75,152
MI,PBKS,Mumbai,4.5,43,8,38,182
CSK,RCB,Delhi,4.0,38,5,76,159
MI,PBKS,Delhi,5.6,55,10,31,156
DC,KKR,Hyderabad,12.7,98,2,46,162
MI,RCB,Kolkata,16.2,107,7,43,136
KKR,LSG,Hyderabad,7.0,59,7,66,151
DC,KKR,Jaipur,15.9,99,5,50,129
PBKS,SRH,Chennai,1.6,12,7,64,177
LSG,CSK,Hyderabad,1.8,16,0,47,148
RR,LSG,Jaipur,3.4,20,10,48,179
SRH,RCB,Jaipur,3.6,27,6,64,126
GT,MI,Kolkata,9.6,70,1,31,142
RCB,SRH,Ahmedabad,4.2,30,10,76,157
LSG,RCB,Kolkata,16.7,144,0,50,176
SRH,GT,Hyderabad,16.4,120,1,42,144
RCB,MI,Kolkata,10.7,78,3,42,133
RCB,CSK,Kolkata,13.1,125,5,39,186
PBKS,KKR,Hyderabad,18.8,178,7,60,188
MI,RR,Delhi,1.5,12,6,74,156
KKR,RR,Kolkata,16.2,136,1,70,166
RCB,KKR,Bangalore,18.2,124,6,67,141
KKR,LSG,Ahmedabad,18.2,171,2,35,186
GT,SRH,Mumbai,16.1,137,5,63,165
CSK,KKR,Delhi,4.0,26,7,36,179
PBKS,SRH,Bangalore,1.1,10,3,67,177
DC,KKR,Chennai,18.8,121,6,64,129
RCB,MI,Chennai,8.4,64,7,63,137
RCB,CSK,Bangalore,10.6,87,8,52,146
CSK,DC,Mumbai,5.6,54,3,55,149
RCB,DC,Chennai,1.2,10,8,63,189
RCB,DC,Mumbai,13.9,109,5,46,162
LSG,KKR,Mumbai,15.4,110,10,37,142
PBKS,RR,Ahmedabad,12.2,91,3,55,142
MI,GT,Mumbai,8.0,69,5,35,172
CSK,GT,Hyderabad,17.8,145,6,46,158
MI,PBKS,Hyderabad,18.8,121,7,56,129
SRH,RCB,Hyderabad,16.8,158,6,47,189
KKR,RCB,Delhi,9.0,77,4,62,164
DC,KKR,Mumbai,4.0,38,3,76,164
MI,GT,Kolkata,11.0,86,8,77,172
MI,SRH,Ahmedabad,11.8,88,3,51,156
PBKS,KKR,Delhi,10.1,82,0,37,166
RCB,GT,Chennai,2.8,22,2,37,138
RR,MI,Jaipur,2.7,19,6,45,181
DC,CSK,Delhi,18.1,129,1,36,140
LSG,PBKS,Kolkata,11.0,97,10,59,186
LSG,GT,Hyderabad,7.7,70,6,35,188
KKR,SRH,Hyderabad,14.2,118,1,41,170
LSG,PBKS,Hyderabad,11.6,115,0,52,186
MI,LSG,Hyderabad,3.2,21,8,36,129
MI,SRH,Kolkata,14.6,98,8,78,138
RCB,RR,Chennai,13.5,96,8,64,151
LSG,KKR,Jaipur,14.0,117,6,35,154
CSK,SRH,Chennai,6.6,63,5,68,157
PBKS,RCB,Delhi,10.9,71,2,42,160
MI,DC,Kolkata,14.7,144,2,65,194
LSG,DC,Delhi,1.5,9,0,57,163
MI,PBKS,Bangalore,2.5,24,3,39,167
RCB,MI,Ahmedabad,6.0,46,7,52,153
KKR,SRH,Delhi,13.9,99,3,78,147
MI,GT,Bangalore,12.7,86,5,56,152
PBKS,KKR,Ahmedabad,2.0,12,6,78,125
PBKS,KKR,Delhi,2.9,21,6,65,131
RR,DC,Mumbai,4.7,37,4,47,172
RCB,KKR,Mumbai,17.0,167,1,65,187
LSG,SRH,Hyderabad,17.3,137,1,55,163
LSG,RCB,Mumbai,17.4,119,2,63,136
MI,RR,Chennai,15.3,98,3,63,141
SRH,GT,Mumbai,18.8,120,3,67,130
MI,CSK,Delhi,3.4,31,4,59,191
KKR,RR,Delhi,13.3,132,1,44,177
LSG,PBKS,Delhi,6.2,39,4,43,162
GT,SRH,Delhi,11.6,88,5,70,164
PBKS,RCB,Bangalore,4.3,37,9,36,137
PBKS,RCB,Delhi,6.0,48,6,66,181
KKR,LSG,Chennai,7.0,67,8,36,155
SRH,MI,Hyderabad,13.9,99,4,34,145
SRH,PBKS,Hyderabad,1.7,15,5,65,137
MI,GT,Ahmedabad,18.6,177,8,71,188
RCB,MI,Bangalore,4.7,31,0,73,140
DC,KKR,Jaipur,12.4,84,8,57,136
MI,DC,Bangalore,17.4,160,7,64,176
GT,KKR,Bangalore,10.3,89,9,32,160
DC,PBKS,Jaipur,6.6,42,9,60,148
SRH,KKR,Mumbai,18.6,137,5,32,146
SRH,GT,Delhi,17.9,121,2,30,141
CSK,MI,Delhi,13.9,116,5,41,157
PBKS,GT,Ahmedabad,13.4,115,8,78,175
PBKS,GT,Mumbai,14.3,118,3,33,167
SRH,MI,Chennai,14.6,126,5,42,165
CSK,DC,Jaipur,7.3,55,1,58,175
RR,LSG,Kolkata,8.4,56,3,36,151
LSG,RR,Ahmedabad,1.6,11,9,69,134
RCB,RR,Jaipur,8.7,58,4,65,157
MI,LSG,Chennai,9.1,90,6,67,193
RR,CSK,Bangalore,10.6,101,2,49,189
RCB,LSG,Ahmedabad,17.5,144,7,79,167
KKR,CSK,Hyderabad,1.8,12,2,49,141
KKR,LSG,Mumbai,16.0,154,7,33,193
PBKS,KKR,Mumbai,13.2,117,8,66,163
PBKS,CSK,Kolkata,16.0,97,1,43,129
PBKS,LSG,Hyderabad,3.1,21,5,63,123
SRH,RCB,Delhi,3.8,37,2,38,170
RR,CSK,Bangalore,11.7,82,8,69,148
PBKS,GT,Mumbai,7.0,47,1,73,150
MI,PBKS,Delhi,13.3,93,6,71,135
PBKS,GT,Kolkata,11.9,116,7,45,181
KKR,LSG,Bangalore,11.2,88,6,67,155
LSG,DC,Ahmedabad,13.0,98,6,53,159
GT,DC,Chennai,15.0,102,1,58,133
CSK,KKR,Jaipur,13.3,103,6,67,155
PBKS,RR,Delhi,10.1,68,6,59,163
PBKS,DC,Chennai,14.9,119,1,73,152
GT,RCB,Jaipur,11.2,98,6,44,154
LSG,CSK,Bangalore,1.3,11,8,79,165
DC,LSG,Jaipur,10.4,90,3,67,151
LSG,MI,Kolkata,1.6,14,1,62,170
GT,LSG,Jaipur,14.1,86,5,30,133
LSG,SRH,Chennai,9.6,68,10,36,138
PBKS,MI,Bangalore,7.3,68,3,68,184
DC,GT,Bangalore,11.6,113,5,61,176
SRH,CSK,Ahmedabad,17.6,119,6,55,135
KKR,MI,Kolkata,12.9,96,0,65,160
PBKS,GT,Ahmedabad,3.7,35,5,66,155
SRH,RR,Jaipur,6.5,54,0,56,141
PBKS,RR,Jaipur,7.8,76,3,57,179
MI,LSG,Ahmedabad,7.6,73,8,71,154
SRH,PBKS,Jaipur,17.9,167,2,37,182
DC,RR,Chennai,19.9,183,5,73,183
CSK,KKR,Hyderabad,8.8,79,6,45,152
CSK,SRH,Hyderabad,1.9,13,1,64,190
SRH,KKR,Bangalore,7.5,52,0,55,161
PBKS,DC,Hyderabad,14.7,90,0,72,132
RCB,DC,Jaipur,17.7,154,5,52,168
LSG,SRH,Delhi,10.7,96,2,33,179
LSG,DC,Mumbai,6.2,59,10,47,166
GT,RCB,Chennai,11.7,93,2,55,175
CSK,KKR,Jaipur,12.3,82,7,45,141
GT,DC,Bangalore,17.7,150,4,72,168
KKR,CSK,Chennai,4.7,33,4,76,131
LSG,SRH,Mumbai,9.3,69,0,61,172
SRH,GT,Delhi,15.6,140,3,65,170
